source_row	google_link	google_desc	immich_candidates	immich_desc	match_id	immich_link	confidence	signals	notes
artist-photos.tsv:Albert Castiglia @ JVs 12/22/24 ; history/2024.tsv:2024-12-22 Albert Castiglia	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMv4beunvUyfyM-g3B8p8MIelZv8418cZ14xLlQ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Albert Castiglia @ JVs 12/22/24 / Albert Castiglia at JV's Restaurant, Falls Church, VA, USA	a7f81303-5ff5-4ed9-9177-bc66efead0e0		a7f81303-5ff5-4ed9-9177-bc66efead0e0	https://photos.redhat-bootlegs.net/share/w66WyJ-3X1BA_hqvLkFlHrw5d8-ZU4txNeU6R6w-U-TXAVeDkSxamPfkG9I0D6otijA	3	caption:2024-12-22	
artist-photos.tsv:Keith Roberts of Young Dubliners @ Pearl	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNgb7m7ziG5mQBBvhZIGLjoymxzKD5GacoZy92x?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Keith Roberts of Young Dubliners @ Pearl Street 1/10/2025	8571865d-15d2-4d19-8f91-67d110a6988b		8571865d-15d2-4d19-8f91-67d110a6988b	https://photos.redhat-bootlegs.net/share/m_sxGPPL2nKpHiS8KVQUpA_FPxUa7rYlKOB48V06aTfz0mkhrcJkgCPIPKHaSL98bUQ	3	caption:2025-01-10	
artist-photos.tsv:Chas Waltz (violin) of Young Dubliners @	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNv8FAGGhJRoiTkGeL5nl_3zVM6B7wYWIxfEIfQ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Chas Waltz (violin) of Young Dubliners @ Pearl Street 1/10/2025	bf3b9606-6d0b-426d-b84f-eef67dbd8ced		bf3b9606-6d0b-426d-b84f-eef67dbd8ced	https://photos.redhat-bootlegs.net/share/CaUuw0w2sUU8yoeLWPaMGCMevlsbAazTmoTgk3OQ41IDaECViQkS7SJRmEvZmabaA94	3	caption:2025-01-10	
artist-photos.tsv:Oliver Wood @ Birchmere 1/22/25	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipO1QZ1d_5cnovFYOL-xuHmYLb5qoQFN-MrWGQ8d?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Oliver Wood @ Birchmere 1/22/25	7fb2bdc8-6df1-4ef0-a03f-8fc107df68cd		7fb2bdc8-6df1-4ef0-a03f-8fc107df68cd	https://photos.redhat-bootlegs.net/share/q5CGY1H72trGJszIjq-POVVvrRPDqmoE3lfwxhLmDqVUZq0Fc7TGzIPJziDCFCuUYlo	3	caption:2025-01-22	
artist-photos.tsv:Langhorne Slim @ Birchmere 1/22/25	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOZ4LgK_AB2H_5go4dXmoQdVWMal3cTwSlpvNOt?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Langhorne Slim @ Birchmere 1/22/25	efa6a95b-7d98-4e89-a864-3a4f8b796d2b		efa6a95b-7d98-4e89-a864-3a4f8b796d2b	https://photos.redhat-bootlegs.net/share/GaPEhO6S6wFeJG86He8hSHBjjzSkBJnTPaS5_RURlKEzqqcO6UztyEQGIeyQ25GAVPY	3	caption:2025-01-22	
artist-photos.tsv:Yasmin Williams @ Birchmere 2/7/25 |  |  ; history/2025.tsv:2025-02-07 Yasmin Williams	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMiUrA-I7o8_Fw4HUdcRH8t613Au1giEZIC-Fc0?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Yasmin Williams @ Birchmere 2/7/25 |  | fresh from her NPR Tiny Desk taping https://www.npr.org/2025/02/07/g-s1-45615/yasmin-williams-tiny-desk-concert / Yasmin Williams at The Birchmere, Alexandria, VA, USA	9701fe7a-ed72-4d56-9400-5ac1cb630ac2		9701fe7a-ed72-4d56-9400-5ac1cb630ac2	https://photos.redhat-bootlegs.net/share/MdJ5YgMsoHc0CR1dUmxIzfsvQfrBosiZeG75ZaB0GuPC-MBroE33g2vyaupO_BRaN5E	3	caption:2025-02-07	
artist-photos.tsv:Sue Foley @ Hamilton Live 2/6/25 ; history/2025.tsv:2025-02-06 Sue Foley	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipODxZ7bZp_u5qS9cFjBzhoTx78SUGGn0i4jAjaw?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Sue Foley @ Hamilton Live 2/6/25 / Sue Foley at The Hamilton Live, Washington, DC, USA	ba3a20ab-5b78-4088-b0bb-644501742b10		ba3a20ab-5b78-4088-b0bb-644501742b10	https://photos.redhat-bootlegs.net/share/SZgXtV7doaixEuM3Rvgka7qy4aAux5OVlAHFKi1e_b2MlWH6OnmkHwxFR2srRuEEuOo	3	caption:2025-02-06	
artist-photos.tsv:Trevor Lewington of Enter the Haggis @ T ; history/2025.tsv:2025-02-26 Enter the Haggis	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipM-A8jLDp-uXdUT4pikygVVStE5rdNIVCNxAa7X?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Trevor Lewington of Enter the Haggis @ The Barns at Wolf Trap 2/26/25 my birthday, show #2 of the Exit The Haggis farewell tour / Enter the Haggis at Wolf Trap Farm Park (The Barns), Vienna, VA, USA	c5220f82-0243-4c99-9a2d-6c929ed6b7de		c5220f82-0243-4c99-9a2d-6c929ed6b7de	https://photos.redhat-bootlegs.net/share/PJA3_5Uhrb2x6_XJA-V6Gr3o6SBSZU_h5qXCQrrRSXF7TCUS7CESVw_1ucbUNiVFNMI	3	caption:2025-02-26	
artist-photos.tsv:Mike Zito @ Hub City Vinyl Live 2/27/25 ; history/2025.tsv:2025-02-27 Mike Zito	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipN3_ZHz5tBGxWpNFfhTGlUWE8mZLzMVkm678ssB?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Mike Zito @ Hub City Vinyl Live 2/27/25 / Mike Zito at Hub City Vinyl, Hagerstown, MD, USA	a54593ab-450d-4f4b-9a6c-0cb31b99ebe7		a54593ab-450d-4f4b-9a6c-0cb31b99ebe7	https://photos.redhat-bootlegs.net/share/7omzZOkg705rk8x-lrp7H-jYNr49gZw7g6VBih8PqWScX0RME_3s3DrdGFWUuHIYvH0	3	date:2025-02-27|caption:2025-02-27	
artist-photos.tsv:Tikyra Jackson, drummer for Southern Ave	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipP7hY6dE1phWgYHf5wnump2qQ3GQL3vf5p-mVFJ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Tikyra Jackson, drummer for Southern Avenue - Ram's Head Live on Stage 3/21/25	f7a4880d-e8fd-4aff-a179-12bbdb1fcd3d		f7a4880d-e8fd-4aff-a179-12bbdb1fcd3d	https://photos.redhat-bootlegs.net/share/Rt53C6PhWK5r3VD1EdSi5L0dr6mvtiXWrseGrVe_OeJG26MV5pwbiL8AIWk5mR_6dos	3	caption:2025-03-21	
artist-photos.tsv:Ori Naftaly of Southern Avenue and his y	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMg5KbvhUdpUwLnwO3_3hnK0o7NEC6RM8W8jYLG?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Ori Naftaly of Southern Avenue and his youngest fan. Ram's Head Live on Stage 3/21/25	e3b54213-3f7c-42d7-84d3-387fe8631b77		e3b54213-3f7c-42d7-84d3-387fe8631b77	https://photos.redhat-bootlegs.net/share/ARAv7SclXiHJaFhZz-Hzy0CazfvcqW6Oz5xrhH5YGdFcW0lmtXmC48ZRy0cLfSdlEnM	3	caption:2025-03-21	
artist-photos.tsv:Tierinii Jackson, voice of Southern Aven	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMubp2hjJ7gcdHpi70XwNm50E4JrkywBFZeJ1ig?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Tierinii Jackson, voice of Southern Avenue - Ram's Head Live on Stage 3/21/25	c6836c85-381f-4ecc-898e-fb1f1698ad6c		c6836c85-381f-4ecc-898e-fb1f1698ad6c	https://photos.redhat-bootlegs.net/share/ep4ezo7s1erEZlvA0ueCdwKZ3rmzyx-ehgtxvXk7JdYxfbeuSkajDNsdLyzkuWh5QXM	3	caption:2025-03-21	
artist-photos.tsv:Valerie June, Ram's Head Live on Stage 4 ; history/2025.tsv:2025-04-18 Valerie June	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMQFKQEDOSTjh_qb_81r17bNYtS8Mi5t3KaOHsG?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Valerie June, Ram's Head Live on Stage 4/18/25 / Valerie June at Rams Head On Stage, Annapolis, MD, USA	5d232992-dc7e-44f1-9e8f-9bca8b3717f9		5d232992-dc7e-44f1-9e8f-9bca8b3717f9	https://photos.redhat-bootlegs.net/share/U9I9Jqc6JwCO0ZehZx_RspBJKUhKXnoPGQ8gyqKoDIM2UnsJAzwgZwwbUr7xJSqzFxA	3	caption:2025-04-18	
artist-photos.tsv:Danielle Nicole @ Pearl Street Warehouse	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPDSiw5TiFfVYBoAutYdxJdxxm_xLWbd19RhMPa?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Danielle Nicole @ Pearl Street Warehouse 5/2/25	7c00e47b-6d00-4f89-9ef4-6c85f14c6ebe		7c00e47b-6d00-4f89-9ef4-6c85f14c6ebe	https://photos.redhat-bootlegs.net/share/1Tx6z1yVWDiQEDiKioNLdunWT-vfoVnOUsfwJHmQ1VCO7TCicTUkNuNyEUJmoyHDY44	3	caption:2025-05-02	
artist-photos.tsv:Brandon Miller @ Pearl Street | Warehous	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNmCilow3HfMyKzh8fMnnJGIwXekhx571vKBGbL?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Brandon Miller @ Pearl Street | Warehouse 5/2/25	1dbe5870-3c7d-40f3-94b3-4d5348e3fc11		1dbe5870-3c7d-40f3-94b3-4d5348e3fc11	https://photos.redhat-bootlegs.net/share/cikyC9mbc3Ej-ITnexnSgqAOvBusQVQEQp6t5sdIHiyX6jIISRJrzB6jyK5ahkQvbk0	3	caption:2025-05-02	
artist-photos.tsv:Larkin Poe at 9:30 Club 5/9/25 ; history/2025.tsv:2025-05-09 Larkin Poe	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPWyABmkpJb62f5XJt0NjWJEKTwJ2gtzrOqq9sT?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Larkin Poe at 9:30 Club 5/9/25 / Larkin Poe at 9:30 Club, Washington, DC, USA	7e39a4ac-7006-4534-b1aa-89b8d2c96b85		7e39a4ac-7006-4534-b1aa-89b8d2c96b85	https://photos.redhat-bootlegs.net/share/veKTLBXhVodN1QZkqv2MLwYtcq13ocMSRhKeCobRZOhF_-dQo7_Yy0mJ6A0t4FesHm4	3	date:2025-05-09|caption:2025-05-09	
artist-photos.tsv:Ally Venable @ Ram's Head Live On Stage  ; history/2025.tsv:2025-05-14 Ally Venable Band	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPhu-vwmQVH_Xnhfp1cnbA1fuZTeHCP7UQG0okA?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Ally Venable @ Ram's Head Live On Stage 5/14/25 / Ally Venable Band at Rams Head On Stage, Annapolis, MD, USA	b40ec661-1550-434f-ba17-6ee7eecbb421		b40ec661-1550-434f-ba17-6ee7eecbb421	https://photos.redhat-bootlegs.net/share/Fq47osIpV1HU8M1ZctNWUpWywhtyWQDVpJdx7Sx0OPqpKcezfggR4VVzXcPQCJGB6qw	3	caption:2025-05-14	
artist-photos.tsv:The Heavy Heavy - William Turner and Geo ; history/2025.tsv:2025-06-13 The Heavy Heavy	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNL5BBTKE4ZWm8S8ySbbv9jwXiDQu6MF3puzTNb?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	The Heavy Heavy - William Turner and Georgie Fuller @ The Atlantis 5/13/25 / The Heavy Heavy at The Atlantis, Washington, DC, USA	2bfa17d4-075c-4aa0-a481-4bd575f6010d		2bfa17d4-075c-4aa0-a481-4bd575f6010d	https://photos.redhat-bootlegs.net/share/o2V8c3jVsV9_286V8m4NeqKEV8gAdPIRVJ2IILGYtGVGLn_-YgwmNLZDUzsHBHq2j0w	3	caption:2025-05-13	
artist-photos.tsv:JP Soars at JV's Music Room 7/13/25 ; history/2025.tsv:2025-07-13 J. P. Soars	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPdYM6KSBoHSS4UZPRgHvVE-vt2XfvAnGGNe73E?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	JP Soars at JV's Music Room 7/13/25 / J. P. Soars at JV's Restaurant, Falls Church, VA, USA	480dab3c-f86a-41e8-bfef-b0413a3eebe0		480dab3c-f86a-41e8-bfef-b0413a3eebe0	https://photos.redhat-bootlegs.net/share/sHlP2_8r9YsvM_3knW66SxJFJjc9lLX5oBbJxy3CLr2v-qP_CPhct31-auAMWg4ERWY	3	caption:2025-07-13	
artist-photos.tsv:Jax Hollow & Taylor Tuke @ Ram's Head Li ; history/2025.tsv:2025-07-17 Jax Hollow	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipM0dZWiYz6LlM-izqhUgapc7wffBfJ3vc3mRwrZ?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jax Hollow & Taylor Tuke @ Ram's Head Live On Stage 7/17/25 / Jax Hollow at Rams Head On Stage, Annapolis, MD, USA	28966a2d-5029-4d54-89e9-439cd49aff11		28966a2d-5029-4d54-89e9-439cd49aff11	https://photos.redhat-bootlegs.net/share/Z66UzMi6WKnyUdcn6zs9n2ZCoj8tekeIK-Da9YGKtAWHoHKebdeAqFFiU9kMn83Wez4	3	caption:2025-07-17	
artist-photos.tsv:Amythyst Kiah @ Jammin' Java 7/21/25 ; history/2025.tsv:2025-07-21 Amythyst Kiah	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOxBDablxhmD8QjifqMbBoXK6QV1mKP_ysa4Exs?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Amythyst Kiah @ Jammin' Java 7/21/25 / Amythyst Kiah at Jammin' Java, Vienna, VA, USA	58cefece-7d60-48ca-8280-1cacb435d2d1		58cefece-7d60-48ca-8280-1cacb435d2d1	https://photos.redhat-bootlegs.net/share/qOKGl27AV51OE82p29lRFhlwMsyZG-JbwBAT7FCekYRHxgsdGHmBuFvzOvbHHc1iBPQ	3	caption:2025-07-21	
artist-photos.tsv:Eric Johansen @ Jammin' Java 8/3/25 ; history/2025.tsv:2025-08-03 Eric Johanson	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNBJqblam1ov8JD35ED9S-TqSgKxg5Lul3LGxjn?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Eric Johansen @ Jammin' Java 8/3/25 / Eric Johanson at Jammin' Java, Vienna, VA, USA	7262ce07-457b-4414-a685-0f24c9e85b2b		7262ce07-457b-4414-a685-0f24c9e85b2b	https://photos.redhat-bootlegs.net/share/n7b0mO6C5Y2_jSQJCTbZbTzRia8x50aHp2MMgdsxRNfH_pUCencL6TBX8utgdQnrKY0	3	caption:2025-08-03	
artist-photos.tsv:D.K. Harrell @ Jammin' Java 8/19/25 ; history/2025.tsv:2025-08-19 D.K. Harrell	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipP1C-Nyh5dcc-SixC79bgPHP8HprD9sjOkQEMaz?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	D.K. Harrell @ Jammin' Java 8/19/25 / D.K. Harrell at Jammin' Java, Vienna, VA, USA	570d5729-3863-42d6-9ed8-c92985760ce2		570d5729-3863-42d6-9ed8-c92985760ce2	https://photos.redhat-bootlegs.net/share/-P62VpC_PAi_H4o5fcgqHlYTL9NP4TRmq9MWOrxy4ZXHCorqhb3Dj_HAXJ_HUlm89cY	3	caption:2025-08-19	
artist-photos.tsv:Dave Barnes of Bywater Call @ Pearl Stre	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOmz1ZydM94Y6xIbAsDAnOSP6PXowzhN7nGe5IU?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Dave Barnes of Bywater Call @ Pearl Street Warehouse 9/24/25	115a953f-d8fa-4b14-bc09-cd284b8496f2		115a953f-d8fa-4b14-bc09-cd284b8496f2	https://photos.redhat-bootlegs.net/share/8EET_zK-8s5cOpcAzXtf-h6SfRcTIxNJEYAS1zReA2l95T27uokZVBiiHg95ftA5_i0	3	caption:2025-09-24	
artist-photos.tsv:Meghan Parnell of Bywater Call @ Pearl S	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPBm1T2ZQTvChWl5GBk5bk_zsU-a-HSaPKD-J-x?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Meghan Parnell of Bywater Call @ Pearl Street Warehouse 9/24/25	a68581df-8881-4b0c-83fe-2e047fff8262		a68581df-8881-4b0c-83fe-2e047fff8262	https://photos.redhat-bootlegs.net/share/DuAaHHap5M_DDNqE_Mk6dts53V4_P8rZeczZKXZWq9TUH4bRcuGoXRmDMXAKB3oLnnU	3	caption:2025-09-24	
artist-photos.tsv:Judith Hill (again) @ Hamilton Live 10/8 ; history/2025.tsv:2025-10-08 Judith Hill	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNIPwuZl2fAvQIJHjhP7dq8-IJyByX8opYBLDcj?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Judith Hill (again) @ Hamilton Live 10/8/25 / Judith Hill at The Hamilton Live, Washington, DC, USA	63b9b9df-4a87-4686-88e5-55cf2c191e2b		63b9b9df-4a87-4686-88e5-55cf2c191e2b	https://photos.redhat-bootlegs.net/share/0Tpvp_G-SlPxWd19KvRhpdf6mVu4AA5KQ6FiAODFQDHX2_ET9Y2TlX2orKISdblFP00	3	caption:2025-10-08	
artist-photos.tsv:Jackie Venson (again) @ Hamilton Live 10 ; history/2025.tsv:2025-10-15 Jackie Venson	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPoR-BF4vFi7bK8pHXy8973MgsVjHZNj-b9EzKg?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jackie Venson (again) @ Hamilton Live 10/15/25 / Jackie Venson at The Hamilton Live, Washington, DC, USA	5dd63efb-3c33-46a7-be09-28564becb0d5		5dd63efb-3c33-46a7-be09-28564becb0d5	https://photos.redhat-bootlegs.net/share/RE0B24dw7frGBSVWKuGJmLyxbGQwOMsvgnlVNdRmLesaLN-9kFeo7_AVScQJI7Euh8k	3	caption:2025-10-15	
artist-photos.tsv:the incomparable Jon Batiste @ The Anthe ; history/2025.tsv:2025-10-31 Jon Batiste	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMLDbfirRLvWGnfAHJV9jlOj0FeAuaGluqCRB4C?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	the incomparable Jon Batiste @ The Anthem 10/31/25 / Jon Batiste at The Anthem, Washington, DC, USA	9da40876-2d69-4edc-ac51-38edccb7a2e7		9da40876-2d69-4edc-ac51-38edccb7a2e7	https://photos.redhat-bootlegs.net/share/ggPvT2VT-gMufiWtGb1AabxxuWCR7r1_elR5jTnolcuXJAi8ni9htYaMA9dChxta80o	3	caption:2025-10-31	
artist-photos.tsv:Stageside with Luther Dickinson of North ; history/2025.tsv:2025-11-08 North Mississippi Allstars	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNpPdlsTkjchUlAXweBaRWsPP-KgdPiOGZJuAAF?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Stageside with Luther Dickinson of North Mississippi All-Stars. Joey Williams in the background @ The Barns at Wolf Trap 11/8/25 / North Mississippi Allstars at Wolf Trap Farm Park (The Barns), Vienna, VA, USA	b76e8f48-b57d-4bbf-9cd3-6e45be0f2031		b76e8f48-b57d-4bbf-9cd3-6e45be0f2031	https://photos.redhat-bootlegs.net/share/AwVNGPnrpUK0H0nVJZT8Gj9g2M2gupq0PCp4Wi4HHBH4cX0qln-lLALlrnxGL9TF8AY	3	caption:2025-11-08	
artist-photos.tsv:The Lone Bellow (again) @ Union Stage DC ; history/2025.tsv:2025-11-14 The Lone Bellow	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNJJEsskMiktUSqkJQGGGAhAw9aBLkaepim5Xng?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	The Lone Bellow (again) @ Union Stage DC 11/14/25 / The Lone Bellow at Union Stage, Washington, DC, USA	3b2e7341-8f8a-4b97-a784-75b320e99313		3b2e7341-8f8a-4b97-a784-75b320e99313	https://photos.redhat-bootlegs.net/share/COyYbO8nOj1aNTqK60_-NsPZW5ZYOV1WOofYwRD3IzknAK8VfczlKFmoUWQ-U1hZF_U	3	date:2025-11-14|caption:2025-11-14	
artist-photos.tsv:Mohini Dey @ Birchmere 2/19/26 ; history/2026.tsv:2026-02-19 Mohini Dey	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMdYUYotEb2HRWudzfqTwrM_ONnc5n50E41n2Qo?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Mohini Dey @ Birchmere 2/19/26 / Mohini Dey at The Birchmere	66a99bfb-1df8-4124-8940-1e14822d46a9		66a99bfb-1df8-4124-8940-1e14822d46a9	https://photos.redhat-bootlegs.net/share/erVPmbo3KyecyK5LzsKujAuH6GTLem618rmiPNK9MpcBQAExMHdfukJpOJ1XiLGiBZM	3	caption:2026-02-19	
artist-photos.tsv:Matteo Mancuso @ Hamilton Live 2/21/26 ; history/2026.tsv:2026-02-21 Matteo Mancuso	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPGHyM3bJucxu2ninCAvKnlOIjE5ctHT6RqQgan?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Matteo Mancuso @ Hamilton Live 2/21/26 / Matteo Mancuso at Hamilton Live	ac73255e-89a3-4e21-8e34-62312db640bc		ac73255e-89a3-4e21-8e34-62312db640bc	https://photos.redhat-bootlegs.net/share/9yFycQrF3IskAk0whZOowkZnRBb1mQO10HEwVtmd-5emFgaL-pTuIw8W9yfgVs-rBNA	3	caption:2026-02-21	
artist-photos.tsv:Billy Gibbons and the BFGs (Chris Layton ; history/2026.tsv:2026-02-23 Billy Gibbons	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNmNG-4Njpyepxhh92wwYfMiI9KKvaEameWgzxC?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Billy Gibbons and the BFGs (Chris Layton, Mike Flanigin) @ Birchmere 2/23/26 / Billy Gibbons at The Birchmere	dbd54e43-94ed-45cb-9bb4-b0bc63bd30b5		dbd54e43-94ed-45cb-9bb4-b0bc63bd30b5	https://photos.redhat-bootlegs.net/share/u8coJlD_K5WqlNdD37C5m_T5VXIAf8olpaNg1sgPxLgIUeEah4fcd347QhM7RlFuYr0	3	caption:2026-02-23	
