Date	Share Link	Caption / Artist Info
Sep 24, 2025, 11:23:17 AM	https://photos.redhat-bootlegs.net/share/8EET_zK-8s5cOpcAzXtf-h6SfRcTIxNJEYAS1zReA2l95T27uokZVBiiHg95ftA5_i0	Dave Barnes of Bywater Call @ Pearl Street Warehouse 9/24/25
Sep 24, 2025, 11:23:17 AM	https://photos.redhat-bootlegs.net/share/DuAaHHap5M_DDNqE_Mk6dts53V4_P8rZeczZKXZWq9TUH4bRcuGoXRmDMXAKB3oLnnU	Meghan Parnell of Bywater Call @ Pearl Street Warehouse 9/24/25
Oct 11, 2025, 1:13:05 AM	https://photos.redhat-bootlegs.net/share/0Tpvp_G-SlPxWd19KvRhpdf6mVu4AA5KQ6FiAODFQDHX2_ET9Y2TlX2orKISdblFP00	Judith Hill (again) @ Hamilton Live 10/8/25
Oct 17, 2025, 9:26:26 PM	https://photos.redhat-bootlegs.net/share/RE0B24dw7frGBSVWKuGJmLyxbGQwOMsvgnlVNdRmLesaLN-9kFeo7_AVScQJI7Euh8k	Jackie Venson (again) @ Hamilton Live 10/15/25
Nov 5, 2025, 3:45:42 AM	https://photos.redhat-bootlegs.net/share/ggPvT2VT-gMufiWtGb1AabxxuWCR7r1_elR5jTnolcuXJAi8ni9htYaMA9dChxta80o	the incomparable Jon Batiste @ The Anthem 10/31/25
Nov 9, 2025, 10:55:04 PM	https://photos.redhat-bootlegs.net/share/AwVNGPnrpUK0H0nVJZT8Gj9g2M2gupq0PCp4Wi4HHBH4cX0qln-lLALlrnxGL9TF8AY	Stageside with Luther Dickinson of North Mississippi All-Stars. Joey Williams in the background @ The Barns at Wolf Trap 11/8/25
Nov 15, 2025, 12:20:22 AM	https://photos.redhat-bootlegs.net/share/COyYbO8nOj1aNTqK60_-NsPZW5ZYOV1WOofYwRD3IzknAK8VfczlKFmoUWQ-U1hZF_U	The Lone Bellow (again) @ Union Stage DC 11/14/25
Feb 20, 2026, 2:43:16 AM	https://photos.redhat-bootlegs.net/share/erVPmbo3KyecyK5LzsKujAuH6GTLem618rmiPNK9MpcBQAExMHdfukJpOJ1XiLGiBZM	Mohini Dey @ Birchmere 2/19/26
Feb 22, 2026, 3:37:18 AM	https://photos.redhat-bootlegs.net/share/9yFycQrF3IskAk0whZOowkZnRBb1mQO10HEwVtmd-5emFgaL-pTuIw8W9yfgVs-rBNA	Matteo Mancuso @ Hamilton Live 2/21/26
Feb 27, 2026, 5:34:08 PM	https://photos.redhat-bootlegs.net/share/u8coJlD_K5WqlNdD37C5m_T5VXIAf8olpaNg1sgPxLgIUeEah4fcd347QhM7RlFuYr0	Billy Gibbons and the BFGs (Chris Layton, Mike Flanigin) @ Birchmere 2/23/26
Mar 8, 2026, 2:02:18 AM	https://photos.redhat-bootlegs.net/share/keR7S6Fb1quIBznU8DsyQON8NPAX8APmFxo9AIDtaWBbXklOTd2s-_KGQb_NDXSBMa0	Albert Castiglia (again) @ Rams Head 3/7/26. expert photo by Lary Chinowsky
Mar 16, 2026, 12:34:25 AM	https://photos.redhat-bootlegs.net/share/ktFHsvWWhUdJMZSLmSkp5ahu1HmLc4KyhFHzBkiHhkzsta87zlnk7QypHEQWXHtI7bw	Sue Foley (again) @ Hamilton Live 3/11/26  | One Guitar Woman tour for Women's History Month
Mar 21, 2026, 2:57:17 PM	https://photos.redhat-bootlegs.net/share/RNml7P6daEWIk3EQUNrZEqm-q06V_U9xkwVNY_zk3PaK-_q6i9ZrhUautrtcawYfinw	Danielle Nicole (again) and Brandon Miller (again) @ Hamilton Live 3/20/26
Mar 21, 2026, 10:20:52 PM	https://photos.redhat-bootlegs.net/share/cwGGddNy1ANcS6D7yzOmdK33GtyX2FY7Icg6EP0cyf4QX38xrm4te6zK-JTv4KaCE-s	ZZ Ward (again) @ Birchmere 3/21/26
Mar 29, 2026, 6:42:03 PM	https://photos.redhat-bootlegs.net/share/oHu1MFk3yPid6vHXETCWlkl1nX-PzmXjaXpc9xBRkLwo31oeAVJXrrdpF_R6P-oPSes	Joanne Shaw Taylor & Shane Saunders @ Ram's Head 3/28/26 (photobomb, JST doesn't stick around for fan photos)
ar 29, 2026, Sun 8:51 PM	https://photos.redhat-bootlegs.net/share/z9gaf-osWN-ZLphTRnZNI3Q4ZfwZlsJCabaIXJ7mTFteqD4xjErkuxCTqF62rn13lLY	Selwyn Birchwood (again) @ Collective Encore 2026-03-29
Apr 11, 2026, Sat 9:46 PM	https://photos.redhat-bootlegs.net/share/spUUUZXfR8dEeVM3kPUcg4DVN6aH7tjjZqp5ob9WWmqfORJCGA0110t9lgFiNxAtmkc	Jake Xerxes Fussell (again) @ Union Stage 4/11/26
Apr 12, 2026, Sun 8:45 PM	https://photos.redhat-bootlegs.net/share/IQlMeFvqz8gdm-Wbjs_WabHYF1K46TZ2P845w7qAN5BRMrUCo9tTW9m94wDf9SFRC_I	Margaret Glaspy @ 9:30 Club 4/12/26 supporting Glen Hansard
Apr 19, 2026, Sun 9:59 PM	https://photos.redhat-bootlegs.net/share/pCaJAuenULiFHbBii6YyslThTwkfu5J_7TfrVM-j69LeALPDdY4QtTKR8w24T0cvk_E	Tommy Castro @ Rams Head 4/19/26 - he looked at my T-Shirt and said "You've got good taste. I love those kids" (he's 71)
Apr 20, 2026, Mon 9:36 PM	https://photos.redhat-bootlegs.net/share/kA1KnBE6Ft5LxlBFX-3ItSJyTy-SDdi8y4L317J4Xryjn0XJOSq0H5DhCekGsRCfFhA	Ally Venable (again) @ Rams Head 4/20/26
May 9, 2026	https://photos.redhat-bootlegs.net/share/NLDNQrYFpTZT7Cqwk-98kwZr0vQONkRbaXIcEuE9Iiv7H_mA84Sy-XLCMh10nkooe-E	Vanessa Collier (again) @ Collective Encore 5/9/26
May 14, 2026	https://photos.redhat-bootlegs.net/share/9hD5urakq-waVYuErKQLRZtn5sgCrBAWf7mANY_mY-FDTp8vJkrVU3z7K05gPl8DOhc	The Lone Bellow (again) @ The Birchmere 5/14/26
May 17, 2026	https://photos.redhat-bootlegs.net/share/fzRUsCYX0f5hqQTEQHAdZYC62y_i6NVaPlUfjvx82Xn7nFf96j4_hq6U7wApUunlOhw	Gabe Stillman @ JV's Restaurant 5/17/26
Jun 4, 2026	https://photos.redhat-bootlegs.net/share/Yu9cFtjtC-BFhZewj0xNC72GNydHxM3NnkKGMqhQ-EW6Grg7CfI8a2RZ11KYJrSvROk	Jackie Venson (again) @ New Spire Arts 6/4/26
Jul 14, 2026	https://photos.redhat-bootlegs.net/share/H-62U9omO7mjQw0aIcHTIj0KIKmB8hH857AQ5CECI5EG63kTaDHx8Bv2HUv-yq9Ycwc	Meghan Parnell (again) of Bywater Call @ Collective Encore 7/14/26
Jul 18, 2026	https://photos.redhat-bootlegs.net/share/uu5muORVnczV187U_Q7NJElebAB2Q3UP6M9xfNCMzllWghQufzISFSs8ukRBUUCJqVg	Trombone Shorty & Orleans Avenue @ Wolf Trap 7/18/26
Aug 8, 2026	https://photos.redhat-bootlegs.net/share/vF7TIiAWuHNHMyzLPxmu1ajbPU20NIsECoR4IhaKZvDiUjBeU5oFbYyV2bx58FEZ1wc	Sabine McCalla @ Jammin' Java 8/8/26
Aug 12, 2026	https://photos.redhat-bootlegs.net/share/CoAyG1G3SRrj4wx2IfTtGcv4Wb3O1vCvAQ6YT1tS2_VTGKGBJ_tPhu8FTlJ4wZqAT60	Tierinii Jackson of Southern Avenue (voice) - Ram's Head On Stage 8/12/26
Aug 12, 2026	https://photos.redhat-bootlegs.net/share/XAwjKSNRIT4pbpP4zCLwpKgXhArL1lmn19gVm8QR4EBOyWxlZYVVKqFXw0T7dPpXsus	Ori Naftaly of Southern Avenue (guitar) - Ram's Head On Stage 8/12/26
